Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-04 10:41:58 | WARD_A_HR_02 | 150 | CRITICAL
2026-06-04 10:41:58 | WARD_A_HR_03 | 120 | CRITICAL
2026-06-04 10:41:58 | WARD_A_HR_04 | 130 | CRITICAL
2026-06-04 10:41:58 | WARD_A_HR_05 | 91 | WARNING
2026-06-04 10:41:59 | WARD_A_HR_01 | 88 | NORMAL
2026-06-04 10:41:59 | WARD_A_HR_02 | 45 | CRITICAL
2026-06-04 10:41:59 | WARD_A_HR_03 | 128 | CRITICAL
2026-06-04 10:41:59 | WARD_A_HR_04 | 108 | CRITICAL
2026-06-04 10:41:59 | WARD_A_HR_05 | 115 | CRITICAL
2026-06-04 10:42:00 | WARD_A_HR_01 | 70 | NORMAL
2026-06-04 10:42:00 | WARD_A_HR_02 | 116 | CRITICAL
2026-06-04 10:42:00 | WARD_A_HR_03 | 149 | CRITICAL
2026-06-04 10:42:00 | WARD_A_HR_04 | 120 | CRITICAL
2026-06-04 10:42:00 | WARD_A_HR_05 | 58 | CRITICAL
2026-06-04 10:42:01 | WARD_A_HR_01 | 78 | NORMAL
2026-06-04 10:42:01 | WARD_A_HR_02 | 68 | NORMAL
2026-06-04 10:42:01 | WARD_A_HR_03 | 109 | CRITICAL
2026-06-04 10:42:01 | WARD_A_HR_04 | 73 | NORMAL
2026-06-04 10:42:01 | WARD_A_HR_05 | 126 | CRITICAL
2026-06-04 10:42:02 | WARD_A_HR_01 | 123 | CRITICAL
2026-06-04 10:42:02 | WARD_A_HR_02 | 123 | CRITICAL
2026-06-04 10:42:02 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-04 10:42:02 | WARD_A_HR_04 | 119 | CRITICAL
2026-06-04 10:42:02 | WARD_A_HR_05 | 150 | CRITICAL
2026-06-04 10:42:03 | WARD_A_HR_01 | 88 | NORMAL
2026-06-04 10:42:03 | WARD_A_HR_02 | 113 | CRITICAL
2026-06-04 10:42:03 | WARD_A_HR_03 | 138 | CRITICAL
2026-06-04 10:42:03 | WARD_A_HR_04 | 80 | NORMAL
2026-06-04 10:42:03 | WARD_A_HR_05 | 137 | CRITICAL
2026-06-04 10:42:04 | WARD_A_HR_01 | 51 | CRITICAL
2026-06-04 10:42:04 | WARD_A_HR_02 | 69 | NORMAL
2026-06-04 10:42:04 | WARD_A_HR_03 | 70 | NORMAL
2026-06-04 10:42:04 | WARD_A_HR_04 | 61 | NORMAL
2026-06-04 10:42:04 | WARD_A_HR_05 | 123 | CRITICAL
2026-06-04 10:42:05 | WARD_A_HR_01 | 147 | CRITICAL
2026-06-04 10:42:05 | WARD_A_HR_02 | 132 | CRITICAL
2026-06-04 10:42:05 | WARD_A_HR_03 | 53 | CRITICAL
2026-06-04 10:42:05 | WARD_A_HR_04 | 48 | CRITICAL
2026-06-04 10:42:05 | WARD_A_HR_05 | 60 | NORMAL
2026-06-04 10:42:06 | WARD_A_HR_01 | 136 | CRITICAL
2026-06-04 10:42:06 | WARD_A_HR_02 | 70 | NORMAL
2026-06-04 10:42:06 | WARD_A_HR_03 | 95 | WARNING
2026-06-04 10:42:06 | WARD_A_HR_04 | 47 | CRITICAL
2026-06-04 10:42:06 | WARD_A_HR_05 | 73 | NORMAL
2026-06-04 10:42:07 | WARD_A_HR_01 | 58 | CRITICAL
2026-06-04 10:42:07 | WARD_A_HR_02 | 82 | NORMAL
2026-06-04 10:42:07 | WARD_A_HR_03 | 61 | NORMAL
2026-06-04 10:42:07 | WARD_A_HR_04 | 112 | CRITICAL
2026-06-04 10:42:07 | WARD_A_HR_05 | 132 | CRITICAL
2026-06-04 10:42:08 | WARD_A_HR_01 | 75 | NORMAL
2026-06-04 10:42:08 | WARD_A_HR_02 | 114 | CRITICAL
2026-06-04 10:42:08 | WARD_A_HR_03 | 107 | CRITICAL
2026-06-04 10:42:08 | WARD_A_HR_04 | 50 | CRITICAL
2026-06-04 10:42:08 | WARD_A_HR_05 | 136 | CRITICAL
2026-06-04 10:42:09 | WARD_A_HR_01 | 100 | WARNING
2026-06-04 10:42:09 | WARD_A_HR_02 | 138 | CRITICAL
2026-06-04 10:42:09 | WARD_A_HR_03 | 93 | WARNING
2026-06-04 10:42:09 | WARD_A_HR_04 | 110 | CRITICAL
2026-06-04 10:42:09 | WARD_A_HR_05 | 149 | CRITICAL
2026-06-04 10:42:10 | WARD_A_HR_01 | 145 | CRITICAL
2026-06-04 10:42:10 | WARD_A_HR_02 | 73 | NORMAL
2026-06-04 10:42:10 | WARD_A_HR_03 | 47 | CRITICAL
2026-06-04 10:42:10 | WARD_A_HR_04 | 52 | CRITICAL
2026-06-04 10:42:10 | WARD_A_HR_05 | 140 | CRITICAL
2026-06-04 10:42:11 | WARD_A_HR_01 | 121 | CRITICAL
2026-06-04 10:42:11 | WARD_A_HR_02 | 150 | CRITICAL
2026-06-04 10:42:11 | WARD_A_HR_03 | 90 | WARNING
2026-06-04 10:42:11 | WARD_A_HR_04 | 147 | CRITICAL
2026-06-04 10:42:11 | WARD_A_HR_05 | 131 | CRITICAL
2026-06-04 10:42:12 | WARD_A_HR_01 | 123 | CRITICAL
2026-06-04 10:42:12 | WARD_A_HR_02 | 85 | NORMAL
2026-06-04 10:42:12 | WARD_A_HR_03 | 120 | CRITICAL
2026-06-04 10:42:12 | WARD_A_HR_04 | 76 | NORMAL
2026-06-04 10:42:12 | WARD_A_HR_05 | 91 | WARNING
2026-06-04 10:46:03 | WARD_A_HR_01 | 64 | NORMAL
2026-06-04 10:46:03 | WARD_A_HR_02 | 137 | CRITICAL
2026-06-04 10:46:03 | WARD_A_HR_03 | 129 | CRITICAL
2026-06-04 10:46:03 | WARD_A_HR_04 | 104 | CRITICAL
2026-06-04 10:46:03 | WARD_A_HR_05 | 93 | WARNING
2026-06-04 10:46:04 | WARD_A_HR_01 | 90 | WARNING
2026-06-04 10:46:04 | WARD_A_HR_02 | 50 | CRITICAL
2026-06-04 10:46:04 | WARD_A_HR_03 | 96 | WARNING
2026-06-04 10:46:04 | WARD_A_HR_04 | 121 | CRITICAL
2026-06-04 10:46:04 | WARD_A_HR_05 | 66 | NORMAL
2026-06-04 10:46:05 | WARD_A_HR_01 | 141 | CRITICAL
2026-06-04 10:46:05 | WARD_A_HR_02 | 141 | CRITICAL
2026-06-04 10:46:05 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 10:46:05 | WARD_A_HR_04 | 137 | CRITICAL
2026-06-04 10:46:05 | WARD_A_HR_05 | 143 | CRITICAL
2026-06-04 10:46:06 | WARD_A_HR_01 | 143 | CRITICAL
2026-06-04 10:46:06 | WARD_A_HR_02 | 54 | CRITICAL
2026-06-04 10:46:06 | WARD_A_HR_03 | 147 | CRITICAL
2026-06-04 10:46:06 | WARD_A_HR_04 | 115 | CRITICAL
2026-06-04 10:46:06 | WARD_A_HR_05 | 128 | CRITICAL
2026-06-04 10:46:07 | WARD_A_HR_01 | 78 | NORMAL
2026-06-04 10:46:07 | WARD_A_HR_02 | 133 | CRITICAL
2026-06-04 10:46:07 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-04 10:46:07 | WARD_A_HR_04 | 140 | CRITICAL
2026-06-04 10:46:07 | WARD_A_HR_05 | 97 | WARNING
2026-06-04 10:46:08 | WARD_A_HR_01 | 118 | CRITICAL
2026-06-04 10:46:08 | WARD_A_HR_02 | 125 | CRITICAL
2026-06-04 10:46:08 | WARD_A_HR_03 | 143 | CRITICAL
2026-06-04 10:46:08 | WARD_A_HR_04 | 142 | CRITICAL
2026-06-04 10:46:08 | WARD_A_HR_05 | 60 | NORMAL
2026-06-04 10:46:09 | WARD_A_HR_01 | 131 | CRITICAL
2026-06-04 10:46:09 | WARD_A_HR_02 | 102 | CRITICAL
2026-06-04 10:46:09 | WARD_A_HR_03 | 126 | CRITICAL
2026-06-04 10:46:09 | WARD_A_HR_04 | 136 | CRITICAL
2026-06-04 10:46:09 | WARD_A_HR_05 | 118 | CRITICAL
2026-06-04 10:46:10 | WARD_A_HR_01 | 82 | NORMAL
2026-06-04 10:46:10 | WARD_A_HR_02 | 127 | CRITICAL
2026-06-04 10:46:10 | WARD_A_HR_03 | 113 | CRITICAL
2026-06-04 10:46:10 | WARD_A_HR_04 | 68 | NORMAL
2026-06-04 10:46:10 | WARD_A_HR_05 | 100 | WARNING
2026-06-04 10:46:11 | WARD_A_HR_01 | 109 | CRITICAL
2026-06-04 10:46:11 | WARD_A_HR_02 | 69 | NORMAL
2026-06-04 10:46:11 | WARD_A_HR_03 | 53 | CRITICAL
2026-06-04 10:46:11 | WARD_A_HR_04 | 62 | NORMAL
2026-06-04 10:46:11 | WARD_A_HR_05 | 45 | CRITICAL
2026-06-04 10:46:12 | WARD_A_HR_01 | 74 | NORMAL
2026-06-04 10:46:12 | WARD_A_HR_02 | 104 | CRITICAL
2026-06-04 10:46:12 | WARD_A_HR_03 | 62 | NORMAL
2026-06-04 10:46:12 | WARD_A_HR_04 | 133 | CRITICAL
2026-06-04 10:46:12 | WARD_A_HR_05 | 59 | CRITICAL
2026-06-04 10:46:13 | WARD_A_HR_01 | 111 | CRITICAL
2026-06-04 10:46:13 | WARD_A_HR_02 | 78 | NORMAL
2026-06-04 10:46:13 | WARD_A_HR_03 | 125 | CRITICAL
2026-06-04 10:46:13 | WARD_A_HR_04 | 145 | CRITICAL
2026-06-04 10:46:13 | WARD_A_HR_05 | 104 | CRITICAL
2026-06-04 10:46:14 | WARD_A_HR_01 | 118 | CRITICAL
2026-06-04 10:46:14 | WARD_A_HR_02 | 85 | NORMAL
2026-06-04 10:46:14 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 10:46:14 | WARD_A_HR_04 | 140 | CRITICAL
2026-06-04 10:46:14 | WARD_A_HR_05 | 146 | CRITICAL
2026-06-04 10:46:15 | WARD_A_HR_01 | 77 | NORMAL
2026-06-04 10:46:15 | WARD_A_HR_02 | 89 | NORMAL
2026-06-04 10:46:15 | WARD_A_HR_03 | 61 | NORMAL
2026-06-04 10:46:15 | WARD_A_HR_04 | 81 | NORMAL
2026-06-04 10:46:15 | WARD_A_HR_05 | 96 | WARNING
2026-06-04 10:46:16 | WARD_A_HR_01 | 59 | CRITICAL
2026-06-04 10:46:16 | WARD_A_HR_02 | 149 | CRITICAL
2026-06-04 10:46:16 | WARD_A_HR_03 | 124 | CRITICAL
2026-06-04 10:46:16 | WARD_A_HR_04 | 97 | WARNING
2026-06-04 10:46:16 | WARD_A_HR_05 | 125 | CRITICAL
2026-06-04 10:46:17 | WARD_A_HR_01 | 47 | CRITICAL
2026-06-04 10:46:17 | WARD_A_HR_02 | 146 | CRITICAL
2026-06-04 10:46:17 | WARD_A_HR_03 | 95 | WARNING
2026-06-04 10:46:17 | WARD_A_HR_04 | 99 | WARNING
2026-06-04 10:46:17 | WARD_A_HR_05 | 85 | NORMAL
2026-06-04 10:46:18 | WARD_A_HR_01 | 120 | CRITICAL
2026-06-04 10:46:18 | WARD_A_HR_02 | 75 | NORMAL
2026-06-04 10:46:18 | WARD_A_HR_03 | 58 | CRITICAL
2026-06-04 10:46:18 | WARD_A_HR_04 | 104 | CRITICAL
2026-06-04 10:46:18 | WARD_A_HR_05 | 108 | CRITICAL
2026-06-04 10:46:19 | WARD_A_HR_01 | 130 | CRITICAL
2026-06-04 10:46:19 | WARD_A_HR_02 | 97 | WARNING
2026-06-04 10:46:19 | WARD_A_HR_03 | 114 | CRITICAL
2026-06-04 10:46:19 | WARD_A_HR_04 | 101 | CRITICAL
2026-06-04 10:46:19 | WARD_A_HR_05 | 54 | CRITICAL
2026-06-04 10:46:20 | WARD_A_HR_01 | 138 | CRITICAL
2026-06-04 10:46:20 | WARD_A_HR_02 | 64 | NORMAL
2026-06-04 10:46:20 | WARD_A_HR_03 | 138 | CRITICAL
2026-06-04 10:46:20 | WARD_A_HR_04 | 65 | NORMAL
2026-06-04 10:46:20 | WARD_A_HR_05 | 147 | CRITICAL
2026-06-04 10:46:21 | WARD_A_HR_01 | 108 | CRITICAL
2026-06-04 10:46:21 | WARD_A_HR_02 | 48 | CRITICAL
2026-06-04 10:46:21 | WARD_A_HR_03 | 116 | CRITICAL
2026-06-04 10:46:21 | WARD_A_HR_04 | 103 | CRITICAL
2026-06-04 10:46:21 | WARD_A_HR_05 | 143 | CRITICAL
2026-06-04 10:46:22 | WARD_A_HR_01 | 97 | WARNING
2026-06-04 10:46:22 | WARD_A_HR_02 | 68 | NORMAL
2026-06-04 10:46:22 | WARD_A_HR_03 | 136 | CRITICAL
2026-06-04 10:46:22 | WARD_A_HR_04 | 147 | CRITICAL
2026-06-04 10:46:22 | WARD_A_HR_05 | 61 | NORMAL
2026-06-04 10:46:23 | WARD_A_HR_01 | 139 | CRITICAL
2026-06-04 10:46:23 | WARD_A_HR_02 | 63 | NORMAL
2026-06-04 10:46:23 | WARD_A_HR_03 | 83 | NORMAL
2026-06-04 10:46:23 | WARD_A_HR_04 | 67 | NORMAL
2026-06-04 10:46:23 | WARD_A_HR_05 | 147 | CRITICAL
2026-06-04 10:46:24 | WARD_A_HR_01 | 144 | CRITICAL
2026-06-04 10:46:24 | WARD_A_HR_02 | 142 | CRITICAL
2026-06-04 10:46:24 | WARD_A_HR_03 | 71 | NORMAL
2026-06-04 10:46:24 | WARD_A_HR_04 | 126 | CRITICAL
2026-06-04 10:46:24 | WARD_A_HR_05 | 49 | CRITICAL
2026-06-04 10:46:25 | WARD_A_HR_01 | 104 | CRITICAL
2026-06-04 10:46:25 | WARD_A_HR_02 | 69 | NORMAL
2026-06-04 10:46:25 | WARD_A_HR_03 | 145 | CRITICAL
2026-06-04 10:46:25 | WARD_A_HR_04 | 107 | CRITICAL
2026-06-04 10:46:25 | WARD_A_HR_05 | 127 | CRITICAL
2026-06-04 10:46:26 | WARD_A_HR_01 | 115 | CRITICAL
2026-06-04 10:46:26 | WARD_A_HR_02 | 47 | CRITICAL
2026-06-04 10:46:26 | WARD_A_HR_03 | 107 | CRITICAL
2026-06-04 10:46:26 | WARD_A_HR_04 | 80 | NORMAL
2026-06-04 10:46:26 | WARD_A_HR_05 | 133 | CRITICAL
2026-06-04 10:46:27 | WARD_A_HR_01 | 93 | WARNING
2026-06-04 10:46:27 | WARD_A_HR_02 | 54 | CRITICAL
2026-06-04 10:46:27 | WARD_A_HR_03 | 85 | NORMAL
2026-06-04 10:46:27 | WARD_A_HR_04 | 80 | NORMAL
2026-06-04 10:46:27 | WARD_A_HR_05 | 145 | CRITICAL
2026-06-04 10:46:28 | WARD_A_HR_01 | 52 | CRITICAL
2026-06-04 10:46:28 | WARD_A_HR_02 | 150 | CRITICAL
2026-06-04 10:46:28 | WARD_A_HR_03 | 46 | CRITICAL
2026-06-04 10:46:28 | WARD_A_HR_04 | 89 | NORMAL
2026-06-04 10:46:28 | WARD_A_HR_05 | 64 | NORMAL
2026-06-04 10:46:29 | WARD_A_HR_01 | 102 | CRITICAL
2026-06-04 10:46:29 | WARD_A_HR_02 | 118 | CRITICAL
2026-06-04 10:46:29 | WARD_A_HR_03 | 113 | CRITICAL
2026-06-04 10:46:29 | WARD_A_HR_04 | 114 | CRITICAL
2026-06-04 10:46:29 | WARD_A_HR_05 | 48 | CRITICAL
2026-06-04 10:46:30 | WARD_A_HR_01 | 79 | NORMAL
2026-06-04 10:46:30 | WARD_A_HR_02 | 90 | WARNING
2026-06-04 10:46:30 | WARD_A_HR_03 | 113 | CRITICAL
2026-06-04 10:46:30 | WARD_A_HR_04 | 126 | CRITICAL
2026-06-04 10:46:30 | WARD_A_HR_05 | 55 | CRITICAL
2026-06-04 10:46:31 | WARD_A_HR_01 | 113 | CRITICAL
2026-06-04 10:46:31 | WARD_A_HR_02 | 96 | WARNING
2026-06-04 10:46:31 | WARD_A_HR_03 | 126 | CRITICAL
2026-06-04 10:46:31 | WARD_A_HR_04 | 92 | WARNING
2026-06-04 10:46:31 | WARD_A_HR_05 | 130 | CRITICAL
2026-06-04 10:46:32 | WARD_A_HR_01 | 95 | WARNING
2026-06-04 10:46:32 | WARD_A_HR_02 | 143 | CRITICAL
2026-06-04 10:46:32 | WARD_A_HR_03 | 90 | WARNING
2026-06-04 10:46:32 | WARD_A_HR_04 | 118 | CRITICAL
2026-06-04 10:46:32 | WARD_A_HR_05 | 84 | NORMAL
2026-06-04 10:46:33 | WARD_A_HR_01 | 65 | NORMAL
