Timestamp | Device_ID | Usage (Liters/min) | Status
2026-06-04 10:46:14 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 10:46:15 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 10:46:15 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 10:46:16 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 10:46:16 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 10:46:17 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-04 10:46:17 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-04 10:46:18 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-04 10:46:18 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 10:46:19 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 10:46:19 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-04 10:46:20 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-04 10:46:20 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 10:46:21 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-04 10:46:21 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 10:46:22 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 10:46:22 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 10:46:23 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-04 10:46:23 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 10:46:24 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 10:46:24 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 10:46:25 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-04 10:46:25 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 10:46:26 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-04 10:46:26 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 10:46:27 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-04 10:46:27 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-04 10:46:28 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-04 10:46:28 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 10:46:29 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 10:46:29 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-04 10:46:30 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 10:46:30 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-04 10:46:31 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-04 10:46:31 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 10:46:32 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 10:46:32 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 10:46:33 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-04 10:46:33 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-04 10:46:34 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 10:46:34 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 10:46:35 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-04 10:46:35 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 10:46:36 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-04 10:46:36 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 10:46:37 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 10:46:37 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 10:46:38 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 10:46:38 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 10:46:39 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 10:46:39 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 10:46:40 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 10:46:40 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 10:46:41 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 10:46:41 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 10:46:42 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-04 10:46:42 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-04 10:46:43 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 10:46:43 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-04 10:46:44 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 10:46:44 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-04 10:46:45 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 10:46:45 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 10:46:46 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-04 10:46:46 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-04 10:46:47 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-04 10:46:47 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 10:46:48 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-04 10:46:48 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-04 10:46:49 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 10:46:49 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-04 10:46:50 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 10:46:50 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 10:46:51 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-04 10:46:51 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 10:46:52 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 10:46:52 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-04 10:46:53 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 10:46:53 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 10:46:54 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 10:46:54 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 10:46:55 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 10:46:55 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-04 10:46:56 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 10:46:56 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 10:46:57 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-04 10:46:57 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 10:46:58 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-04 10:46:58 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-04 10:46:59 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-04 10:46:59 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 10:47:00 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-04 10:47:00 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-04 10:47:01 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 10:47:01 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-04 10:47:02 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-04 10:47:02 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-04 10:47:03 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-04 10:47:03 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-04 10:47:04 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 10:47:04 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-04 10:47:05 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-04 10:47:05 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
